date,open,high,low,close
2022-09-19-21:00,11977.7,12025.3,11761.4,11881.4
2022-09-20-21:00,11872.4,12068.7,11579.6,11598
2022-09-21-21:00,11604.4,11727.2,11442,11497.6
2022-09-22-21:00,11505.8,11532.7,11161.9,11321.2
2022-09-25-22:00,11300.8,11472.3,11191.8,11249.9
2022-09-26-21:00,11256.2,11502.1,11169.2,11288.4
2022-09-27-21:00,11301.9,11548.4,11079.4,11475.9
2022-09-28-21:00,11489,11501.3,11028,11169.2
2022-09-29-21:00,11161.5,11292.9,10961.7,10995.2
2022-10-02-22:00,10939,11296,10830.4,11248.2
2022-10-03-21:00,11260.2,11611.5,11219.4,11582
2022-10-04-21:00,11568.8,11649.1,11307.3,11566.2
2022-10-05-21:00,11565.4,11668.3,11444.5,11444.6
2022-10-06-21:00,11426.1,11503.9,10983.5,11036
2022-10-09-22:00,10995.5,11079.5,10820.7,10937.3
2022-10-10-21:00,10941,10989.7,10717.9,10830.9
2022-10-11-21:00,10825.3,10927.5,10756.8,10804.4
2022-10-12-21:00,10813.7,11094.9,10437.7,11018.3
2022-10-13-21:00,11029.9,11207.1,10680.7,10700.3
2022-10-16-22:00,10696.6,11102.3,10694.4,11090.8
2022-10-17-21:00,11128,11388.7,11038.9,11281.2
2022-10-18-21:00,11292.1,11336.1,11005.8,11105.4
2022-10-19-21:00,11086.5,11284.5,10964.1,11016.6
2022-10-20-21:00,11004.4,11343,10894.9,11333.8
2022-10-23-22:00,11408.5,11489,11167.4,11417.2
2022-10-24-21:00,11420.5,11685.7,11383.9,11539.9
2022-10-25-21:00,11474.6,11657,11368.2,11427.1
2022-10-26-21:00,11379.5,11490,10882.5,11052.1
2022-10-27-21:00,11089.4,11583.2,11018.3,11581
2022-10-30-22:00,11532.3,11544.3,11324.9,11413.5
2022-10-31-21:00,11413.3,11573.4,11248.7,11288.4
2022-11-01-21:00,11298,11414.6,10868.8,10902.2
2022-11-02-21:00,10896.7,10955.7,10668.7,10692.6
2022-11-03-21:00,10681.3,10937.7,10601.6,10834.9
2022-11-06-23:00,10752.6,11000.8,10747.6,10975.3
2022-11-07-22:00,10974.2,11193.5,10891.8,11049.8
2022-11-08-22:00,11049.3,11125.3,10788.5,10808.6
2022-11-09-22:00,10818.5,11642.3,10801.2,11640.1
2022-11-10-22:00,11620.8,11841.1,11535,11799
2022-11-13-23:00,11745.3,11863.5,11665.7,11732.8
2022-11-14-22:00,11739.2,12083.3,11726.7,11853
2022-11-15-22:00,11824.8,11921.6,11667.7,11734.2
2022-11-16-22:00,11739,11789.2,11490,11709.9
2022-11-17-22:00,11720.1,11807.6,11575,11679.7
2022-11-20-23:00,11709.5,11724.2,11522.9,11557.5
2022-11-21-22:00,11558.7,11731.5,11495.5,11710.7
2022-11-22-22:00,11718.6,11868.5,11692.2,11851.1
2022-11-23-22:00,11856.1,11908.4,11850,11887.8
2022-11-24-22:00,11895.2,11899.5,11742.2,11757.6
2022-11-27-23:00,11704.6,11766.2,11553,11600.9
2022-11-28-22:00,11598.4,11681.7,11442.8,11496.8
2022-11-29-22:00,11498.6,12055.5,11476.3,12051.8
2022-11-30-22:00,12052.8,12116.4,11923,12016.5
2022-12-01-22:00,12017.3,12048.1,11721.7,11960.2
2022-12-04-23:00,11982.7,11992.7,11729.6,11795.5
2022-12-05-22:00,11793.8,11829.3,11488.3,11552.1
2022-12-06-22:00,11554.9,11581.3,11409,11484.7
2022-12-07-22:00,11493.6,11674.7,11421.5,11626
2022-12-08-22:00,11638.2,11725.4,11508.4,11544.1
2022-12-11-23:00,11562.1,11707.5,11480.9,11686.3
2022-12-12-22:00,11695,12257.5,11670.7,11826.8
2022-12-13-22:00,11834.6,11942.5,11604.1,11762.9
2022-12-14-22:00,11757.1,11773.3,11298.2,11343.5
2022-12-15-22:00,11349.6,11382.6,11169.6,11211.9
2022-12-18-23:00,11232.3,11304,11027.2,11080.3
2022-12-19-22:00,11089,11144,10939.1,11089.8
2022-12-20-22:00,11105.8,11286.9,11077.5,11251
2022-12-21-22:00,11254.1,11281.9,10779.2,10951.5
2022-12-22-22:00,10960.9,11050,10824.4,10973.1
2022-12-26-22:00,11041.1,11089.8,10802.7,10820.3
2022-12-27-22:00,10822.7,10904.4,10668.6,10693
2022-12-28-22:00,10704.5,10984,10687.1,10940.7
2022-12-29-22:00,10942.1,10966.1,10767.5,10954.5
2023-01-02-22:00,11023.8,11095.2,10765.5,10859.9
2023-01-03-22:00,10850.3,10982.4,10781.1,10898.1
2023-01-04-22:00,10908.1,10962,10727.3,10757.7
2023-01-05-22:00,10764.6,11087.2,10673.6,11026.7
2023-01-08-23:00,11060.3,11306.4,11041.5,11105
2023-01-09-22:00,11106.4,11211.4,11016.2,11203
2023-01-10-22:00,11204.6,11399.8,11162.4,11395.4
2023-01-11-22:00,11394.9,11502.1,11212.5,11450
2023-01-12-22:00,11449.1,11549.2,11318.3,11531.3
2023-01-15-23:00,11547.9,11568,11440.2,11533.2
2023-01-16-22:00,11513.7,11622,11467.6,11553.9
2023-01-17-22:00,11541.4,11690.4,11401.6,11415.6
2023-01-18-22:00,11409.3,11420,11247.4,11328.9
2023-01-19-22:00,11336.8,11622.9,11301.9,11613.8
2023-01-22-23:00,11608.1,11922.1,11588.7,11871.9
2023-01-23-22:00,11872.5,11947.8,11772.8,11908.7
2023-01-24-22:00,11906.9,11908.9,11547.1,11814.5
2023-01-25-22:00,11812.1,12055.4,11807.7,12001.4
2023-01-26-22:00,11984.4,12250.5,11958.8,12161.8
2023-01-29-23:00,12153.5,12192.6,11905.3,11933.8
2023-01-30-22:00,11934.7,12102,11815.7,12064.9
2023-01-31-22:00,12060.5,12471,12004.7,12453.1
2023-02-01-22:00,12475.1,12895.1,12449.6,12620.1
2023-02-02-22:00,12684.8,12828,12498.2,12563.8
2023-02-05-23:00,12529.4,12556.4,12405.6,12464.6
2023-02-06-22:00,12467.4,12775.5,12417,12696.9
2023-02-07-22:00,12709.2,12765.1,12468.2,12511.8
2023-02-08-22:00,12506.9,12681.9,12326.3,12403.6
2023-02-09-22:00,12389.7,12406.3,12201.6,12296.2
2023-02-12-23:00,12293.1,12524.2,12222.2,12500.6
2023-02-13-22:00,12496.6,12641.2,12347.6,12571.6
2023-02-14-22:00,12568.4,12710.3,12482.1,12701.8
2023-02-15-22:00,12689.8,12746.3,12416.7,12424.8
2023-02-16-22:00,12410.1,12414.2,12231,12347.4
2023-02-19-23:00,12342.7,12381.2,12310.5,12326.9
2023-02-20-22:00,12330.1,12343.1,12058.1,12077
2023-02-21-22:00,12074.8,12159.1,12000.4,12133
2023-02-22-22:00,12134,12228,12001.9,12162.3
2023-02-23-22:00,12156.4,12185,11894,11973.1
2023-02-26-23:00,11974.8,12162.5,11963.7,12067.5
2023-02-27-22:00,12076.8,12146.5,12001,12014.3
2023-02-28-22:00,12012,12116.6,11902.3,11959.4
2023-03-01-22:00,11947.6,12074.3,11807.7,12028.8
2023-03-02-22:00,12020.4,12307.8,11990.6,12306.1
2023-03-05-23:00,12276.4,12466.6,12255.8,12302.7
2023-03-06-22:00,12297.5,12363,12128.1,12158.9
2023-03-07-22:00,12159.8,12240.7,12094.8,12221.5
2023-03-08-22:00,12215.4,12338.4,11966.7,11997.3
2023-03-09-22:00,11982.5,12097.3,11788.4,11880.9
2023-03-12-22:00,11875.9,12086.2,11673.7,11935.6
2023-03-13-21:00,11937.2,12217,11893.1,12195.5
2023-03-14-21:00,12194.3,12274.5,11959.5,12262.9
2023-03-15-21:00,12260.7,12595.5,12181.6,12573.9
2023-03-16-21:00,12561,12672.1,12439.3,12518.4
2023-03-19-22:00,12593.4,12604.4,12396.8,12566.2
2023-03-20-21:00,12559.3,12762.4,12544.1,12739.7
2023-03-21-21:00,12734.4,12946.3,12543.4,12564.8
2023-03-22-21:00,12568.9,12895.6,12568.9,12742.9
2023-03-23-21:00,12747.4,12799.2,12599.6,12796
2023-03-26-22:00,12792.7,12849.5,12642.1,12691.7
2023-03-27-21:00,12687.4,12711.8,12515.3,12626.9
2023-03-28-21:00,12628.4,12868.1,12621.9,12834.3
2023-03-29-21:00,12834.4,12990.5,12806.9,12965.4
2023-03-30-21:00,12951.3,13187.5,12937.7,13183.8
2023-04-02-22:00,13133.1,13158.1,13033.7,13138.3
2023-04-03-21:00,13128.8,13225.5,13047.7,13108.5
2023-04-04-21:00,13108.5,13125.9,12893.6,12957.3
2023-04-05-21:00,12952,13078.3,12841.1,13050.3
2023-04-06-21:00,13041.2,13077.1,13014.4,13071.7
2023-04-09-22:00,13056.6,13090.5,12855.6,13052.7
2023-04-10-21:00,13048,13096.5,12945,12970.3
2023-04-11-21:00,12969.5,13130.8,12829.3,12847.2
2023-04-12-21:00,12846.2,13123.9,12817.2,13075.9
2023-04-13-21:00,13076.3,13150.6,12954.1,13098
2023-04-16-22:00,13106.6,13116.5,12978.4,13080.2
2023-04-17-21:00,13079.9,13198.2,13040.7,13089.4
2023-04-18-21:00,13083.1,13129.2,12967.7,13069.9
2023-04-19-21:00,13064.9,13102.6,12928.2,12998.7
2023-04-20-21:00,12992,13032.1,12891.8,12986.6
2023-04-23-22:00,12978.7,13047.9,12880,12961.1
2023-04-24-21:00,12958.3,12972.2,12719.4,12834.4
2023-04-25-21:00,12845.3,12929.4,12781.1,12877.5
2023-04-26-21:00,12881.8,13254,12853.5,13183.3
2023-04-27-21:00,13142.2,13258.8,13092.9,13247.8
2023-04-30-22:00,13235,13289.6,13184.4,13211.9
2023-05-01-21:00,13207.3,13259.2,13040.3,13096.2
2023-05-02-21:00,13088.9,13236.4,13008.9,13016.4
2023-05-03-21:00,13000.7,13100.6,12937.1,12976.5
2023-05-04-21:00,12994.5,13292,12988.2,13243.8
2023-05-07-22:00,13251.4,13304,13192.2,13270.7
2023-05-08-21:00,13268.7,13283.1,13190.6,13196
2023-05-09-21:00,13192.1,13384.8,13139,13343.8
2023-05-10-21:00,13342.9,13412.8,13298.4,13386.2
2023-05-11-21:00,13386.7,13434,13252.8,13310.8
2023-05-14-22:00,13312.4,13420.9,13291,13406.2
2023-05-15-21:00,13402.7,13499.3,13370.1,13440.9
2023-05-16-21:00,13439.8,13609,13413.6,13581.5
2023-05-17-21:00,13581.6,13856.9,13569,13854.8
2023-05-18-21:00,13848.3,13903.9,13760.3,13784
2023-05-21-22:00,13758.6,13891.7,13758.2,13860.7
2023-05-22-21:00,13861.3,13923.8,13661,13681.6
2023-05-23-21:00,13680.7,13795.6,13519.4,13793
2023-05-24-21:00,13824.4,13990.1,13754,13940.2
2023-05-25-21:00,13941,14328.3,13884.4,14323.8
2023-05-28-22:00,14384.4,14405.2,14327.2,14365.7
2023-05-29-21:00,14356.9,14529.3,14297.8,14365.2
2023-05-30-21:00,14353.2,14389.5,14214.7,14246.7
2023-05-31-21:00,14253.6,14494.3,14207.5,14462.4
2023-06-01-21:00,14458,14593.5,14436.4,14554.8
2023-06-04-22:00,14528,14662.8,14481.3,14551.9
2023-06-05-21:00,14546.6,14594.6,14474.3,14565.5
2023-06-06-21:00,14565.2,14646.2,14281.4,14291.5
2023-06-07-21:00,14300.5,14507.1,14232.1,14500.6
2023-06-08-21:00,14492,14672.7,14440.9,14550.6
2023-06-11-22:00,14544,14812,14540.6,14810.2
2023-06-12-21:00,14804.2,14953.1,14769,14911.8
2023-06-13-21:00,14918.5,15046.3,14784.5,15035.7
2023-06-14-21:00,15025,15250,14869.4,15175.2
2023-06-15-21:00,15166.4,15282.9,15072.5,15112.9
2023-06-18-22:00,15126.1,15135.6,15044.4,15063.1
2023-06-19-21:00,15062.4,15136.9,14945.2,15059.8
2023-06-20-21:00,15067.8,15088.5,14823.6,14860.2
2023-06-21-21:00,14866,15063.5,14786.6,15058.4
2023-06-22-21:00,15055,15059.1,14817.8,14884
2023-06-25-22:00,14886.4,14984.6,14687.2,14705.9
2023-06-26-21:00,14714.2,14969.6,14698.1,14920.9
2023-06-27-21:00,14924.1,15051.8,14857,14989.1
2023-06-28-21:00,14991.9,15037.7,14870.6,14948
2023-06-29-21:00,14940.9,15218.3,14939.7,15156.4
2023-07-02-22:00,15180.7,15237.9,15154.2,15199
2023-07-03-21:00,15187.8,15213.8,15177.8,15185.2
2023-07-04-21:00,15196,15279.6,15103.6,15195.3
2023-07-05-21:00,15203.9,15211.4,14970,15072.5
2023-07-06-21:00,15072.9,15210.7,15027.7,15044.8
2023-07-09-22:00,15043.7,15076.2,14919.1,15045.7
2023-07-10-21:00,15047.3,15137.1,14970,15119
2023-07-11-21:00,15119.9,15363.5,15115.6,15314.5
2023-07-12-21:00,15319.4,15603.3,15319.1,15559.5
2023-07-13-21:00,15565.1,15721.9,15529.7,15553.8
2023-07-16-22:00,15549.4,15747,15528.4,15689.1
2023-07-17-21:00,15697.9,15897.6,15600.4,15812.1
2023-07-18-21:00,15822.6,15930.9,15780.2,15807.9
2023-07-19-21:00,15790.7,15795.2,15428.7,15475.7
2023-07-20-21:00,15472.6,15601.7,15406.6,15435.4
2023-07-23-22:00,15448.1,15508.5,15371.3,15453.2
2023-07-24-21:00,15450.3,15624.5,15438,15608
2023-07-25-21:00,15550.9,15599.2,15406.6,15512.4
2023-07-26-21:00,15534.6,15796.4,15411.9,15479.5
2023-07-27-21:00,15480.9,15788.4,15447.3,15737.6
2023-07-30-22:00,15740.7,15814.2,15689.6,15765.9
2023-07-31-21:00,15775.9,15791.5,15633,15707.4
2023-08-01-21:00,15603.1,15692.4,15321.5,15354.7
2023-08-02-21:00,15367.4,15463.5,15247.5,15358.5
2023-08-03-21:00,15362,15527.8,15256.6,15279.8
2023-08-06-22:00,15301.6,15413.6,15252.6,15405.6
2023-08-07-21:00,15414.7,15415.8,15145.4,15271.5
2023-08-08-21:00,15278.2,15356.8,15073.3,15126
2023-08-09-21:00,15128,15366.2,15068.4,15145.5
2023-08-10-21:00,15150.9,15196.5,14966.7,15032
2023-08-13-22:00,15055.6,15214,14958.7,15209.2
2023-08-14-21:00,15215,15267.4,15012.5,15040.9
2023-08-15-21:00,15050.9,15099.6,14855.5,14869.3
2023-08-16-21:00,14880.1,14952.9,14679,14681.4
2023-08-17-21:00,14697.4,14746.5,14552.5,14686.2
2023-08-20-22:00,14718.1,14959.3,14668.2,14915.4
2023-08-21-21:00,14921.1,15065.7,14880.4,14910.2
2023-08-22-21:00,14918.8,15304.1,14908.3,15300
2023-08-23-21:00,15280.5,15368.3,14772.5,14784.3
2023-08-24-21:00,14801,15004,14711.2,14926.1
2023-08-27-22:00,14970,15087.9,14936,15055.9
2023-08-28-21:00,15066.5,15389.9,15010.3,15383.6
2023-08-29-21:00,15388.1,15482.6,15323,15469.5
2023-08-30-21:00,15469.7,15575.4,15420.8,15501.5
2023-08-31-21:00,15500.4,15627.8,15425.2,15479.6
2023-09-03-22:00,15498.6,15554.1,15476.5,15495.7
2023-09-04-21:00,15503.9,15558.3,15395.8,15486.3
2023-09-05-21:00,15482.8,15503.6,15286.2,15359.5
2023-09-06-21:00,15364.6,15371.6,15134.3,15265.6
2023-09-07-21:00,15271.9,15375.3,15207.5,15296
2023-09-10-22:00,15295.4,15482.9,15288.6,15454
2023-09-11-21:00,15449.3,15465.6,15277.2,15294.2
2023-09-12-21:00,15299.1,15414.5,15199.6,15363.4
2023-09-13-21:00,15362.8,15513.8,15330.7,15475.4
2023-09-14-21:00,15476.9,15519.3,15170.2,15191.4
2023-09-17-22:00,15199.1,15269.5,15146.2,15231.4
2023-09-18-21:00,15234.8,15253.8,15064.9,15191.6
2023-09-19-21:00,15190.1,15247.5,14947.1,14949
2023-09-20-21:00,14964.2,14966.3,14670.4,14675.6
2023-09-21-21:00,14687.3,14858.6,14668,14703.9
2023-09-24-22:00,14725.8,14787.8,14618.6,14781.5
2023-09-25-21:00,14777.1,14780.7,14504,14560.6
2023-09-26-21:00,14562.4,14663,14429.5,14605.3
2023-09-27-21:00,14604.9,14790,14498.8,14719.5
2023-09-28-21:00,14723,14903.9,14661.2,14737.2
2023-10-01-22:00,14845.2,14895.6,14677.9,14834.8
2023-10-02-21:00,14833.5,14874.6,14504.4,14562.5
2023-10-03-21:00,14567.2,14805.4,14441,14748.5
2023-10-04-21:00,14745.5,14809.9,14579.1,14716.8
2023-10-05-21:00,14717,15021.4,14520.4,14998.3
2023-10-08-22:00,14883.4,15071.1,14815,15050.3
2023-10-09-21:00,15052.5,15241.7,15033.5,15140.3
2023-10-10-21:00,15144.3,15278.9,15115.9,15270.6
2023-10-11-21:00,15267,15338.6,15085.3,15190.9
2023-10-12-21:00,15193.2,15238.6,14938.5,14979.2
2023-10-15-22:00,15014,15210.7,14962.4,15177.2
2023-10-16-21:00,15181,15188.3,14931.2,15116.9
2023-10-17-21:00,15110.6,15114,14862.8,14941.6
2023-10-18-21:00,14931.4,15026.9,14732.3,14739.3
2023-10-19-21:00,14746.7,14781.4,14545.8,14548.4
2023-10-22-22:00,14585.6,14751.7,14418.2,14644.3
2023-10-23-21:00,14643.5,14848.5,14606.9,14728
2023-10-24-21:00,14741.9,14756.4,14356.5,14369.2
2023-10-25-21:00,14332.4,14372.3,14054.4,14123.6
2023-10-26-21:00,14189.9,14324.5,14127.3,14182.2
2023-10-29-22:00,14241.4,14391,14220.4,14325.1
2023-10-30-21:00,14324.5,14420.8,14229.6,14366.7
2023-10-31-21:00,14391.1,14677.5,14331.1,14673.6
2023-11-01-21:00,14676.3,14934.8,14676.1,14887
2023-11-02-21:00,14859.8,15148.4,14854.2,15101.8
2023-11-05-23:00,15119.9,15179.4,15059.5,15142.9
2023-11-06-22:00,15137.3,15335.1,15101.2,15296.8
2023-11-07-22:00,15294.2,15343.8,15215,15281
2023-11-08-22:00,15274.7,15385.1,15169.6,15182.8
2023-11-09-22:00,15176.5,15542.9,15138.1,15508.9
2023-11-12-23:00,15531.1,15532.6,15398.8,15488.1
2023-11-13-22:00,15490.1,15850.2,15485.6,15818.9
2023-11-14-22:00,15827.2,15977.1,15760.6,15771.5
2023-11-15-22:00,15779.6,15841.6,15734.5,15831.4
2023-11-16-22:00,15829.3,15879,15766.5,15811
2023-11-19-23:00,15834.1,16057,15779.5,16027.2
2023-11-20-22:00,16025.7,16064.7,15858.1,15911.5
2023-11-21-22:00,15906.6,16125.2,15890.2,15997.9
2023-11-22-22:00,15992.5,16039.3,15987.9,16012.9
2023-11-23-22:00,16017.5,16023.4,15938.8,15950.7
2023-11-26-23:00,15955.5,16046.5,15897.1,15958.7
2023-11-27-22:00,15966.7,16030.7,15903.7,16007
2023-11-28-22:00,16008.1,16166.7,15975.5,15997
2023-11-29-22:00,16000.4,16063.8,15822.5,15918.9
2023-11-30-22:00,15919.9,16017.1,15831.7,15994.2
2023-12-03-23:00,15985.4,15985.9,15691.1,15821.9
2023-12-04-22:00,15823.7,15932.6,15730.8,15869
2023-12-05-22:00,15867.4,16010.9,15776.1,15785.3
2023-12-06-22:00,15779.6,16045.3,15769.4,15993.5
2023-12-07-22:00,16006.4,16102.2,15871.4,16073.9
2023-12-10-23:00,16071,16232,16030.8,16224.8
2023-12-11-22:00,16219.8,16374.9,16175.7,16369.2
2023-12-12-22:00,16366.1,16584.9,16356.2,16535.4
2023-12-13-22:00,16559.2,16666.1,16417.7,16529.4
2023-12-14-22:00,16532.4,16678.5,16521.6,16598
2023-12-17-23:00,16619,16765.3,16590.6,16706.5
2023-12-18-22:00,16709.1,16817.6,16700.1,16810.7
2023-12-19-22:00,16814.1,16863.1,16550.5,16582.4
2023-12-20-22:00,16592.5,16770.1,16588.6,16747.8
2023-12-21-22:00,16738.9,16842.9,16694.8,16759.5
2023-12-25-22:00,16788.5,16910.2,16786.8,16880.2
2023-12-26-22:00,16888,16932.2,16855.9,16927.5
2023-12-27-22:00,16921.3,16977.7,16890.4,16897.9
2023-12-28-22:00,16900.6,16943.2,16753,16812.7
2024-01-01-22:00,16826.6,16849.8,16448.8,16550.7
2024-01-02-22:00,16553.6,16560.9,16351.7,16367.8
2024-01-03-22:00,16389,16423.3,16275.9,16287
2024-01-04-22:00,16299.7,16419.8,16176.3,16304.2
2024-01-07-23:00,16311.4,16653.3,16222.1,16627.1
2024-01-08-22:00,16626.3,16714.7,16502.9,16670.3
2024-01-09-22:00,16671,16829.5,16651.4,16801.3
2024-01-10-22:00,16800.5,16911.3,16612.9,16811.2
2024-01-11-22:00,16807,16901.4,16725,16809.9
2024-01-14-23:00,16821.4,16880,16794.8,16819.8
2024-01-15-22:00,16821.9,16896.4,16672.6,16838.4
2024-01-16-22:00,16841.9,16845.6,16557.8,16721.9
2024-01-17-22:00,16716.7,16996.3,16700.8,16984.8
2024-01-18-22:00,16985.6,17339.1,16980.6,17327.9
2024-01-21-23:00,17356.7,17451.4,17302.3,17325
2024-01-22-22:00,17326,17431.7,17285.5,17424.3
2024-01-23-22:00,17436.5,17667.3,17434.6,17503.2
2024-01-24-22:00,17492.9,17633.3,17423,17460.9
2024-01-25-22:00,17443.2,17516.7,17352.1,17389.4
2024-01-28-23:00,17357.7,17602.6,17349.6,17586.2
2024-01-29-22:00,17600.8,17625.7,17359.2,17359.7
2024-01-30-22:00,17332.2,17378.3,17117.6,17158.4
2024-01-31-22:00,17169.6,17548.6,17165.1,17531
2024-02-01-22:00,17499.9,17681,17373.2,17591.3
2024-02-04-23:00,17621.8,17653.8,17463.6,17608.2
2024-02-05-22:00,17619.2,17678.4,17472.5,17560.3
2024-02-06-22:00,17567.8,17786.4,17545.1,17764.3
2024-02-07-22:00,17763.4,17813.7,17709.2,17774.3
2024-02-08-22:00,17777.1,17988.3,17772,17953
2024-02-11-23:00,17946.7,18042.1,17834,17849.4
2024-02-12-22:00,17853.3,17888.6,17476.1,17623.3
2024-02-13-22:00,17613.6,17813.4,17598.5,17795.3
2024-02-14-22:00,17798.6,17900.6,17717.8,17885.7
2024-02-15-22:00,17890.2,17960.9,17652.5,17657
2024-02-18-23:00,17681.6,17744.2,17676.2,17721.8
2024-02-19-22:00,17720.9,17721.5,17394.2,17517.6
2024-02-20-22:00,17509.5,17655,17313.4,17644.5
2024-02-21-22:00,17631.6,18034.7,17619.1,17970.4
2024-02-22-22:00,17985.4,18096.1,17898.3,17907.3
2024-02-25-23:00,17905.4,18012.9,17874.6,17901.1
2024-02-26-22:00,17897.1,17996.9,17865.5,17963.6
2024-02-27-22:00,17970.5,17975.9,17800.9,17812.7
2024-02-28-22:00,17830.7,18067.8,17789.7,18025.6
2024-02-29-22:00,18037.1,18333.4,17992.2,18279.9
2024-03-03-23:00,18316.3,18340.9,18200.6,18208.3
2024-03-04-22:00,18214.5,18217.9,17803.4,17950
2024-03-05-22:00,17942.5,18146.6,17914,18007.2
2024-03-06-22:00,18018.7,18338.1,17894.9,18231.5
2024-03-07-22:00,18258.2,18417.4,17994.1,18035.2
2024-03-10-22:00,18024.4,18036.9,17875.2,17978.5
2024-03-11-21:00,17994.3,18228.8,17912.8,18208.1
2024-03-12-21:00,18206.6,18247.5,18025.4,18091
2024-03-13-21:00,18086.8,18173,17909.3,18012.3
2024-03-14-21:00,18001.5,18074.2,17761.1,17815
2024-03-17-22:00,17824.9,18125.2,17817.9,17978
2024-03-18-21:00,17967.7,18041.9,17809.1,18020.3
2024-03-19-21:00,18026.2,18297,17979.9,18290.5
2024-03-20-21:00,18285.7,18465.9,18279.1,18338.4
2024-03-21-21:00,18341.4,18388.8,18258.3,18322.8
2024-03-24-22:00,18343.3,18364.8,18180.2,18297.5
2024-03-25-21:00,18302.3,18388.1,18210.1,18246.4
2024-03-26-21:00,18243.1,18352.9,18155.8,18279.3
2024-03-27-21:00,18263.8,18312.1,18220.4,18242.4
2024-03-31-22:00,18353.6,18394.8,18201.1,18282.2
2024-04-01-21:00,18279.5,18306,17995.7,18133.1
2024-04-02-21:00,18130.5,18244.2,18028.9,18176.9
2024-04-03-21:00,18178.7,18367.5,17862.7,17877.8
2024-04-04-21:00,17914.8,18210.6,17864.5,18110
2024-04-07-22:00,18157,18182.9,18044.5,18114
2024-04-08-21:00,18128.3,18212.7,17967.9,18188.2
2024-04-09-21:00,18183.2,18273.6,17861.1,18007.5
2024-04-10-21:00,17994.3,18336.9,17917.1,18303.2
2024-04-11-21:00,18299.2,18331.1,17949.1,17999.4
2024-04-14-22:00,18019.9,18176.4,17675.6,17705.3
2024-04-15-21:00,17720.2,17820.1,17628.2,17726.3
2024-04-16-21:00,17742.1,17806.6,17456.3,17500
2024-04-17-21:00,17524.2,17618.1,17355.4,17375.5
2024-04-18-21:00,17386.3,17403.5,16969.2,17030.8
2024-04-21-22:00,17087.6,17305.4,17006.6,17201.3
2024-04-22-21:00,17220.9,17525.4,17148.7,17514.7
2024-04-23-21:00,17539.2,17657.1,17342.7,17364.3
2024-04-24-21:00,17321,17698.9,17178.5,17683.2
2024-04-25-21:00,17651.6,17770.7,17542.6,17704.3
2024-04-28-22:00,17738,17821.5,17666.1,17784
2024-04-29-21:00,17788.3,17797,17356.5,17383.5
2024-04-30-21:00,17369.3,17675.9,17282.6,17356.3
2024-05-01-21:00,17377.4,17647,17283.4,17631.3
2024-05-02-21:00,17626.7,17936.4,17614.4,17911.6
2024-05-05-22:00,17924.2,18092.8,17875.7,18075.2
2024-05-06-21:00,18074.3,18157.2,18044.9,18086.1
2024-05-07-21:00,18087.4,18138.2,17967,18052.1
2024-05-08-21:00,18054.4,18141.6,18006.4,18117.2
2024-05-09-21:00,18122.1,18250.9,18091.1,18138.7
2024-05-12-22:00,18140.8,18239.8,18133.4,18186.6
2024-05-13-21:00,18186.5,18336.3,18073.1,18308.8
2024-05-14-21:00,18310.1,18607.8,18296.8,18589.6
2024-05-15-21:00,18592.3,18670.9,18539.1,18541.2
2024-05-16-21:00,18553.5,18594.8,18456.6,18542.6
2024-05-19-22:00,18555.8,18706.2,18549.2,18654.2
2024-05-20-21:00,18664.9,18721.7,18591.6,18710
2024-05-21-21:00,18716,18805.8,18602.4,18729.7
2024-05-22-21:00,18787.1,18948.5,18551.6,18612
2024-05-23-21:00,18617.9,18854.1,18612.9,18798.3
2024-05-26-22:00,18804.3,18885.2,18763.4,18868.8
2024-05-27-21:00,18870.6,18910,18750.8,18879.8
2024-05-28-21:00,18880.8,18882,18673.8,18678.8
2024-05-29-21:00,18695.3,18724.7,18482.8,18524.1
2024-05-30-21:00,18505,18608.5,18187,18515.2
2024-06-02-22:00,18541.4,18703.7,18388.8,18611
2024-06-03-21:00,18612.2,18700.6,18464.9,18650.8
2024-06-04-21:00,18664.5,19042.7,18646.3,19036.6
2024-06-05-21:00,19033.7,19075.2,18969.2,19024.8
2024-06-06-21:00,19024.1,19113.9,18901.6,18989.8
2024-06-09-22:00,18986.1,19093.1,18940.8,19067.4
2024-06-10-21:00,19065.3,19223.5,18961.9,19211.8
2024-06-11-21:00,19209.3,19579.5,19202.3,19572.7
2024-06-12-21:00,19560.4,19659.1,19472.3,19572.5
2024-06-13-21:00,19568.3,19677.3,19477.6,19670.6
2024-06-16-22:00,19658.7,19984.7,19621.9,19894.2
2024-06-17-21:00,19898,19986,19841.5,19919.2
2024-06-18-21:00,19920.6,19965.5,19916.4,19963.2
2024-06-19-21:00,19952.3,20086.5,19678.3,19770.1
2024-06-20-21:00,19769.3,19817.4,19646.5,19731.3
2024-06-23-22:00,19738,19758.2,19458.9,19479.7
2024-06-24-21:00,19498.8,19716.1,19462.5,19700.5
2024-06-25-21:00,19703.7,19806.5,19637.6,19687.1
2024-06-26-21:00,19699.9,19854.7,19619,19807.8
2024-06-27-21:00,19812.7,20026.4,19660,19717.2
2024-06-30-22:00,19715.9,19830.1,19567.6,19796.1
2024-07-01-21:00,19807.7,20016.1,19672.7,19993.8
2024-07-02-21:00,19994,20198.6,19967.1,20172.6
2024-07-03-21:00,20169.2,20196.5,20138.4,20153.7
