dt,open,high,low,close,s1,s2,s3,SMMA,vix_d,aligned_long,aligned_short,close_above_smma,close_below_smma,long_ok,short_ok,consec_long,consec_short,armed_long,armed_short,armed_long_prev,armed_short_prev
2025-11-11 06:37:00-05:00,25509.4,25513.1,25506.1,25509.8,25521.71524039722,25520.30370425638,25515.81751209274,25511.58885712306,17.9,False,True,False,True,False,True,0,5,False,True,False,True
2025-11-11 06:38:00-05:00,25510.1,25514.3,25506.4,25512.7,25521.196651161834,25519.45424419663,25514.664947010286,25511.350904748706,17.9,False,True,True,False,False,False,0,0,False,False,False,True
2025-11-11 06:39:00-05:00,25514.7,25517.8,25512.1,25515.1,25520.687288059467,25518.68801766535,25513.931722309546,25512.542269832473,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:40:00-05:00,25515.2,25517.9,25511.4,25512.6,25520.210951679976,25518.04213923174,25513.61887732982,25513.119846554982,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 06:41:00-05:00,25513.2,25514.9,25508.4,25511.1,25519.74886909301,25517.46026172385,25513.415369065857,25512.713231036654,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 06:42:00-05:00,25512.3,25515.2,25511.1,25511.7,25519.29362717523,25516.917203544355,25513.211612722993,25512.66715402444,17.9,False,True,False,True,False,True,0,3,False,False,False,False
2025-11-11 06:43:00-05:00,25511.4,25516.7,25511.2,25513.9,25518.857260036322,25516.43257860588,25513.085240254353,25512.878102682957,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:44:00-05:00,25514.1,25517.4,25512.9,25515.1,25518.45436101286,25516.030041229602,25513.107399895038,25513.54373512197,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:45:00-05:00,25517.1,25518.8,25508.7,25509.2,25518.08366585834,25515.69768056102,25513.209075744708,25513.51249008131,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 06:46:00-05:00,25509.7,25517.4,25509.7,25516.3,25517.733623084456,25515.40357543172,25513.273563603947,25513.43332672087,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:47:00-05:00,25516.6,25516.8,25509.7,25510.2,25517.40336703654,25515.142399766784,25513.308386708202,25513.397217813912,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 06:48:00-05:00,25510.3,25514.6,25508.9,25511.1,25517.08079088453,25514.88566378562,25513.237340046413,25512.673145209275,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 06:49:00-05:00,25511.2,25513.2,25504.9,25505.1,25516.74061892813,25514.57981944825,25512.91632388359,25511.315430139515,17.9,False,True,False,True,False,True,0,3,False,False,False,False
2025-11-11 06:50:00-05:00,25505.2,25508.3,25502.2,25502.8,25516.352032900693,25514.164770938874,25512.21362652373,25509.085286759673,17.9,False,True,False,True,False,True,0,4,False,True,False,False
2025-11-11 06:51:00-05:00,25504.9,25510.9,25503.2,25509.6,25515.920986807374,25513.664438171854,25511.316329775596,25508.440191173115,17.9,False,True,True,False,False,False,0,0,False,False,False,True
2025-11-11 06:52:00-05:00,25509.4,25513.3,25507.7,25513.1,25515.497465311448,25513.19348627956,25510.66575751808,25509.251794115407,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:53:00-05:00,25513.2,25513.2,25503.8,25504.4,25515.093575644878,25512.773712777245,25510.259858494137,25509.051196076936,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 06:54:00-05:00,25504.7,25508.4,25503.2,25507.7,25514.68168030397,25512.340224634474,25509.80324270018,25508.03413071796,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 06:55:00-05:00,25508.1,25512.8,25507.8,25509.2,25514.272992742728,25511.91798851546,25509.395561450354,25508.514420478637,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:56:00-05:00,25511.2,25516.7,25509.1,25514.8,25513.912001191846,25511.60047244305,25509.345575651452,25509.99294698576,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:57:00-05:00,25514.9,25520.3,25513.7,25517.6,25513.634737425375,25511.453970034578,25509.787058303515,25512.20363132384,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 06:58:00-05:00,25517.4,25518.4,25508.3,25512.2,25513.433902979432,25511.44657269558,25510.48703106634,25512.82742088256,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 06:59:00-05:00,25510.3,25518.3,25509.9,25516.4,25513.279405895526,25511.502208217607,25511.13311037118,25513.126613921708,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:00:00-05:00,25518.3,25520.8,25509.3,25513.7,25513.17202778897,25511.619242674333,25511.758750783665,25513.926075947806,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:01:00-05:00,25513.9,25521.1,25510.1,25521.1,25513.1198344528,25511.812054296443,25512.441556558766,25514.800717298538,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:02:00-05:00,25521.4,25531.7,25521.4,25531.1,25513.175391197776,25512.18887461382,25513.560999701273,25518.66714486569,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:03:00-05:00,25531.2,25531.6,25520.3,25520.9,25513.371019105085,25512.80435373913,25515.21009777418,25521.111429910456,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:04:00-05:00,25520.7,25525.7,25518.3,25525.3,25513.653239311596,25513.52573189798,25516.817914568528,25521.574286606967,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:05:00-05:00,25525.4,25526.8,25514.7,25517.1,25513.97206979809,25514.242402088494,25518.05259119653,25521.382857737975,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:06:00-05:00,25517.3,25521.8,25514.7,25518.8,25514.291064386005,25514.88395898706,25518.806467937793,25520.305238491983,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:07:00-05:00,25518.9,25523.3,25518.1,25520.2,25514.60139657018,25515.445365448504,25519.21544291151,25520.245158994654,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:08:00-05:00,25520.1,25529.1,25518.3,25526.3,25514.932026291524,25516.00166021846,25519.642496516863,25521.31343932977,17.9,True,False,True,False,True,False,1,0,False,False,False,False
2025-11-11 07:09:00-05:00,25526.2,25526.6,25521.6,25526.3,25515.304324090044,25516.603184216616,25520.258603653507,25522.600626219846,17.9,True,False,True,False,True,False,2,0,False,False,False,False
2025-11-11 07:10:00-05:00,25526.2,25528.9,25522.7,25528.7,25515.723924989124,25517.261315300984,25521.05346177724,25523.942084146565,17.9,True,False,True,False,True,False,3,0,False,False,False,False
2025-11-11 07:11:00-05:00,25528.6,25530.6,25524.4,25528.8,25516.19331312993,25517.97963035508,25521.995819103893,25525.32805609771,17.9,True,False,True,False,True,False,4,0,True,False,False,False
2025-11-11 07:12:00-05:00,25529.1,25529.8,25525.1,25526.7,25516.702990839265,25518.73590936096,25522.976845492034,25526.110370731807,17.9,True,False,True,False,True,False,5,0,True,False,True,False
2025-11-11 07:13:00-05:00,25526.6,25529.3,25520.8,25525.6,25517.224150377206,25519.469058500807,25523.784981243167,25525.9319138212,17.9,True,False,False,True,False,False,0,0,False,False,True,False
2025-11-11 07:14:00-05:00,25525.4,25527.7,25522.9,25526.7,25517.736771231514,25520.142758514812,25524.3507638085,25525.846275880802,17.9,True,False,True,False,True,False,1,0,False,False,False,False
2025-11-11 07:15:00-05:00,25526.6,25533.3,25526.6,25531.2,25518.25900985073,25520.80527476332,25524.910768567064,25527.039183920537,17.9,True,False,True,False,True,False,2,0,False,False,False,False
2025-11-11 07:16:00-05:00,25531.1,25531.6,25522.1,25524.3,25518.792135172836,25521.463256940173,25525.488439257737,25527.117789280357,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:17:00-05:00,25523.7,25525.2,25519.1,25519.2,25519.283417931845,25522.007064939655,25525.698512894003,25525.34519285357,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:18:00-05:00,25519.1,25520.3,25513.6,25515.2,25519.67624825107,25522.32936649139,25525.266528676533,25522.580128569043,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:19:00-05:00,25514.9,25520.4,25514.4,25518.1,25519.957932781723,25522.426098487125,25524.339482568357,25520.70341904603,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:20:00-05:00,25517.9,25517.9,25511.7,25512.4,25520.135783845406,25522.33440869194,25523.153038206197,25518.793946030684,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:21:00-05:00,25512.6,25518.8,25511.6,25516.7,25520.21712137752,25522.08598818487,25521.850558149607,25517.50429735379,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:22:00-05:00,25516.6,25525.9,25514.6,25525.9,25520.254227124653,25521.804037827384,25520.8488454838,25518.586198235862,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:23:00-05:00,25526.8,25526.8,25518.7,25521.9,25520.305808035606,25521.612293283637,25520.45473554678,25520.24079882391,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:24:00-05:00,25521.7,25522.8,25516.2,25519.7,25520.364537652116,25521.481334384334,25520.373292805205,25520.193865882607,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:25:00-05:00,25519.6,25521.6,25514.1,25518.4,25520.398491730146,25521.333216536677,25520.236912287044,25519.604243921738,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:26:00-05:00,25518.9,25523.8,25515.1,25522.9,25520.41275946357,25521.17751377644,25520.08770973272,25519.794495947823,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:27:00-05:00,25523.2,25524.7,25513.1,25515.3,25520.414963692958,25521.02835232879,25519.97270331435,25519.554663965217,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:28:00-05:00,25515.6,25519.9,25511.6,25518.7,25520.385888060333,25520.841315355858,25519.72508956577,25518.51977597681,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:29:00-05:00,25518.4,25520.8,25513.9,25514.4,25520.31945796417,25520.604708343784,25519.337427336817,25517.97151731787,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:30:00-05:00,25514.3,25517.6,25512.4,25514.8,25520.2143218342,25520.317967371593,25518.84048394286,25516.906011545245,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 07:31:00-05:00,25514.7,25521.2,25513.3,25519.2,25520.080895646173,25520.005514029155,25518.340639284295,25516.9706743635,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:32:00-05:00,25519.1,25519.9,25512.2,25515.3,25519.937246009857,25519.70550385278,25517.96152932082,25516.85544957567,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 07:33:00-05:00,25516.3,25518.6,25511.7,25516.8,25519.779860989933,25519.40626887329,25517.622282313714,25516.520299717115,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:34:00-05:00,25517.7,25518.9,25511.1,25511.8,25519.603197994846,25519.09329480723,25517.257211649212,25515.971866478078,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 07:35:00-05:00,25511.7,25513.2,25507.2,25509.8,25519.382000318266,25518.711625645225,25516.679925086275,25514.13957765205,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 07:36:00-05:00,25509.6,25509.6,25498.3,25498.4,25519.064565161254,25518.15535673711,25515.57760425406,25510.75138510137,17.9,False,True,False,True,False,True,0,3,False,False,False,False
2025-11-11 07:37:00-05:00,25497.4,25499.3,25491.4,25494.2,25518.58759582087,25517.3039363626,25513.665829080026,25505.69259006758,17.9,False,True,False,True,False,True,0,4,False,True,False,False
2025-11-11 07:38:00-05:00,25493.9,25493.9,25482.7,25484.6,25517.90080302058,25516.075312794175,25510.857570870896,25500.053393378388,17.9,False,True,False,True,False,True,0,5,False,True,False,True
2025-11-11 07:39:00-05:00,25484.8,25486.7,25478.4,25480.2,25516.979077915905,25514.447228903533,25507.27797521941,25494.21059558559,17.9,False,True,False,True,False,True,0,6,False,True,False,True
2025-11-11 07:40:00-05:00,25480.9,25483.8,25477.7,25480.6,25515.834362166654,25512.476142360916,25503.271852891106,25489.723730390397,17.9,False,True,False,True,False,True,0,7,False,True,False,True
2025-11-11 07:41:00-05:00,25479.6,25486.2,25478.9,25484.4,25514.523942380732,25510.307163985806,25499.383262085816,25487.240820260264,17.9,False,True,False,True,False,True,0,8,False,True,False,True
2025-11-11 07:42:00-05:00,25482.6,25489.8,25478.8,25479.3,25513.10770906375,25508.074679298068,25495.967906900878,25485.702213506844,17.9,False,True,False,True,False,True,0,9,False,True,False,True
2025-11-11 07:43:00-05:00,25479.4,25485.1,25476.4,25482.8,25511.615837242047,25505.835727318536,25493.02648024587,25484.10980900456,17.9,False,True,False,True,False,True,0,10,False,True,False,True
2025-11-11 07:44:00-05:00,25482.7,25493.9,25482.4,25489.9,25510.107812741353,25503.704832191615,25490.77383203419,25485.14820600304,17.9,False,True,True,False,False,False,0,0,False,False,False,True
2025-11-11 07:45:00-05:00,25489.7,25494.3,25484.9,25491.6,25508.65792290404,25501.817767154735,25489.456610022047,25486.80713733536,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:46:00-05:00,25491.3,25499.7,25490.4,25497.8,25507.31519937,25500.24478461678,25489.049423131677,25489.471424890242,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:47:00-05:00,25498.1,25499.6,25488.7,25488.9,25506.094917600603,25498.97991832313,25489.295239049054,25490.922616593492,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 07:48:00-05:00,25488.8,25490.8,25485.9,25488.7,25504.949990894806,25497.887807786505,25489.58162243953,25490.13174439566,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 07:49:00-05:00,25488.6,25488.7,25479.6,25479.6,25503.822000075073,25496.825176581016,25489.44797265881,25488.129496263777,17.9,False,True,False,True,False,True,0,3,False,False,False,False
2025-11-11 07:50:00-05:00,25479.3,25483.9,25478.4,25479.9,25502.673094801972,25495.708416945607,25488.76317957065,25485.54466417585,17.9,False,True,False,True,False,True,0,4,False,True,False,False
2025-11-11 07:51:00-05:00,25480.2,25487.3,25478.3,25484.2,25501.511446550016,25494.560749458837,25487.78919660067,25484.52977611723,17.9,False,True,False,True,False,True,0,5,False,True,False,True
2025-11-11 07:52:00-05:00,25484.3,25488.1,25483.7,25485.9,25500.382939096897,25493.483203799973,25486.972520391562,25484.85318407815,17.9,False,True,True,False,False,False,0,0,False,False,False,True
2025-11-11 07:53:00-05:00,25485.8,25491.7,25485.6,25489.3,25499.326482827786,25492.55171757912,25486.545436429275,25485.935456052102,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:54:00-05:00,25489.2,25495.9,25489.1,25489.3,25498.370915076728,25491.8138287052,25486.582149849582,25487.5819707014,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:55:00-05:00,25489.2,25491.8,25485.3,25489.9,25497.512308081514,25491.24359695508,25486.89059406417,25488.071313800934,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:56:00-05:00,25489.7,25491.8,25482.4,25487.2,25496.722869871093,25490.76817189033,25487.17683164872,25487.972542533957,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 07:57:00-05:00,25486.9,25489.3,25484.6,25486.9,25495.985333493954,25490.34553815559,25487.33618634658,25487.6233616893,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 07:58:00-05:00,25486.7,25489.9,25483.4,25489.4,25495.29522676001,25489.965628936854,25487.399594437666,25487.532241126202,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 07:59:00-05:00,25489.3,25489.3,25484.1,25486.6,25494.653232054585,25489.630469012147,25487.426279740237,25487.4631607508,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 08:00:00-05:00,25486.7,25493.2,25483.4,25491.3,25494.06456404894,25489.351554917343,25487.48788355138,25487.85877383387,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:01:00-05:00,25491.2,25495.3,25487.1,25492.1,25493.549027909867,25489.170405710487,25487.73764689455,25489.047515889248,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:02:00-05:00,25491.9,25497.6,25491.3,25496.4,25493.13055165416,25489.133329710996,25488.303260814886,25490.798343926162,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:03:00-05:00,25496.7,25498.9,25490.9,25491.4,25492.811949359497,25489.237389470396,25489.110607771538,25492.023895950773,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 08:04:00-05:00,25490.6,25498.4,25490.4,25496.1,25492.574105132804,25489.433872126167,25489.9525249881,25492.640930633846,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:05:00-05:00,25495.9,25497.1,25486.1,25490.2,25492.39083401106,25489.664466110495,25490.6474934183,25492.535620422565,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:06:00-05:00,25490.4,25496.8,25489.6,25493.8,25492.24602769134,25489.898372126245,25491.15614393309,25492.573746948376,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:07:00-05:00,25493.7,25505.2,25493.2,25501.8,25492.169274255928,25490.20514434697,25491.790832907947,25494.540831298917,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:08:00-05:00,25502.1,25507.2,25499.1,25501.4,25492.204555030694,25490.67768840915,25492.854957799835,25497.177220865942,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:09:00-05:00,25501.7,25515.1,25500.4,25514.4,25492.383408595615,25491.373247657575,25494.44877430021,25500.751480577295,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:10:00-05:00,25514.6,25515.1,25508.6,25511.3,25492.732329936578,25492.33347452177,25496.59997992192,25504.634320384863,17.9,False,False,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:11:00-05:00,25511.4,25516.2,25510.6,25513.3,25493.241525645994,25493.519657938577,25499.06141768746,25507.38121358991,17.9,True,False,True,False,True,False,1,0,False,False,False,False
2025-11-11 08:12:00-05:00,25512.8,25514.9,25510.3,25514.6,25493.876780250666,25494.846254963377,25501.500532237565,25509.304142393274,17.9,True,False,True,False,True,False,2,0,False,False,False,False
2025-11-11 08:13:00-05:00,25514.7,25519.9,25511.2,25518.8,25494.62405898316,25496.28033474381,25503.859628113572,25511.586094928847,17.9,True,False,True,False,True,False,3,0,False,False,False,False
2025-11-11 08:14:00-05:00,25516.8,25521.1,25516.4,25519.2,25495.48221738706,25497.820030158142,25506.200060403935,25513.8490632859,17.9,True,False,True,False,True,False,4,0,True,False,False,False
2025-11-11 08:15:00-05:00,25518.9,25519.4,25510.2,25514.4,25496.416219164807,25499.391279803953,25508.312122771407,25514.474375523932,17.9,True,False,False,True,False,False,0,0,False,False,True,False
2025-11-11 08:16:00-05:00,25514.2,25519.2,25508.2,25509.4,25497.3670641049,25500.876149290754,25509.886548992054,25513.89958368262,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:17:00-05:00,25509.7,25514.2,25505.7,25508.2,25498.28379980504,25502.184921754768,25510.78544652927,25512.416389121747,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:18:00-05:00,25508.4,25514.1,25504.8,25505.1,25499.13569584899,25503.27838763182,25511.066820411972,25510.977592747833,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:19:00-05:00,25504.9,25510.2,25503.4,25505.9,25499.906591991938,25504.150163792816,25510.86866069559,25509.351728498557,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:20:00-05:00,25505.8,25508.6,25504.4,25506.2,25500.593279692053,25504.819831216293,25510.366078653,25508.31781899904,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:21:00-05:00,25504.1,25511.8,25502.9,25503.2,25501.201447585056,25505.321830514018,25509.72718717769,25507.378545999356,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:22:00-05:00,25503.3,25509.8,25498.1,25500.3,25501.72041040258,25505.650357443606,25508.929549598237,25505.877363999567,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:23:00-05:00,25500.2,25502.6,25486.1,25486.2,25502.09416898957,25505.701974303218,25507.61739193085,25501.84324266638,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:24:00-05:00,25485.8,25492.7,25481.4,25483.4,25502.248874295798,25505.343978870336,25505.426888629518,25496.503828444253,17.9,True,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:25:00-05:00,25482.9,25487.2,25473.2,25473.9,25502.14323523429,25504.524204285088,25502.360117278055,25490.769218962832,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:26:00-05:00,25473.7,25476.4,25468.1,25473.9,25501.757134442447,25503.237831759136,25498.56510509589,25484.854479308557,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:27:00-05:00,25475.2,25479.9,25467.3,25473.1,25501.1206748062,25501.58453776752,25494.495290085135,25481.194652872375,17.9,False,False,False,True,False,False,0,0,False,False,False,False
2025-11-11 08:28:00-05:00,25473.6,25474.6,25466.3,25471.7,25500.283692120425,25499.693268306284,25490.572534831364,25477.979768581583,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 08:29:00-05:00,25471.2,25477.8,25467.8,25476.4,25499.293429528923,25497.67271672022,25487.035792161652,25476.419845721055,17.9,False,True,False,True,False,True,0,2,False,False,False,False
2025-11-11 08:30:00-05:00,25476.3,25492.1,25474.6,25491.6,25498.262949650594,25495.76061033373,25484.51611332669,25478.82989714737,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:31:00-05:00,25490.9,25493.6,25480.2,25481.1,25497.28884853816,25494.13619726941,25483.289875087587,25481.369931431578,17.9,False,True,False,True,False,True,0,1,False,False,False,False
2025-11-11 08:32:00-05:00,25483.2,25489.3,25479.1,25486.7,25496.376337351736,25492.767990619806,25482.861444750837,25482.438287621055,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:33:00-05:00,25486.8,25500.1,25486.7,25497.6,25495.560378180784,25491.69458095981,25483.144819074583,25485.892191747367,17.9,False,True,True,False,False,False,0,0,False,False,False,False
2025-11-11 08:34:00-05:00,25497.7,25503.3,25495.2,25500.3,25494.91534348155,25491.037828719356,25484.387163239233,25490.303127831576,17.9,False,True,True,False,False,False,0,0,False,False,False,False
